nodeId,label,name,category,difficulty,cuisineType,prepTime,cookTime,servings,tips,filePath,description,stepNumber,methods,tools,timeEstimate
b3e592edc8e202dd,CookingStep,凉拌金针菇-步骤2,,,,,,,,,将小葱洗净，切成葱花，备用。,2,,,
1326d22c02a855a6,CookingStep,凉拌金针菇-步骤3,,,,,,,,,将大蒜去皮，切成蒜末，备用。,3,,,
4327b37fa6971517,CookingStep,凉拌金针菇-步骤4,,,,,,,,,锅中加入1000 ml饮用水，大火烧开。,4,,锅,
767910bf309209f7,CookingStep,凉拌金针菇-步骤5,,,,,,,,,放入金针菇，煮1-2分钟，至金针菇变软。,5,焯水,锅,1-2分钟
ebbb1a0b9e70cbf8,CookingStep,凉拌金针菇-步骤6,,,,,,,,,将煮好的金针菇捞出，沥干水分，放入一个较大的碗中，备用。,6,,,
739e2d0982bbcd43,CookingStep,凉拌金针菇-步骤7,,,,,,,,,在另一个干净的小碗中，加入15 ml生抽，10 ml醋，3 g白糖（可选），5 ml香油（可选）。,7,,碗,
1850682df0498f0d,CookingStep,凉拌金针菇-步骤8,,,,,,,,,加入切好的大蒜末。,8,,,
f445597727b99b6a,CookingStep,凉拌金针菇-步骤9,,,,,,,,,搅拌均匀，使白糖充分溶解，酱汁混合均匀。,9,,,
f24427900e9df1c1,CookingStep,凉拌金针菇-步骤10,,,,,,,,,将制作好的酱汁均匀淋在金针菇上。,10,,,
6ad42fcc23d9d172,CookingStep,凉拌金针菇-步骤11,,,,,,,,,撒上切好的小葱花。,11,,,
e1b9c2430564a356,CookingStep,凉拌金针菇-步骤12,,,,,,,,,根据个人喜好，淋上5 ml辣椒油（可选）。,12,,,
9b7a3411fd64b122,CookingStep,凉拌金针菇-步骤13,,,,,,,,,用筷子轻轻拌匀，即可食用。,13,,筷子,
8c5a6906a9c7e797,RecipeCategory,素菜,,,,,,,,,,,,,
70c402155afe1003,Recipe,地三鲜,素菜,中等,家常菜,,,2-4人份,糖比淀粉多是非常合理的。淀粉在这里不负责提供味道，它只是一种物理增稠剂。 | 茄子在煎炸以后，体积会缩小4倍。这是正常的。 | 青椒下锅的瞬间可能会爆发很多水分，导致油飞溅。务必下锅时用锅盖当盾牌挡在身前，小心下锅。,Dish/dinner and lunch/vegetable/地三鲜.md,,,,,
235c2c8ad80e2868,Ingredient,茄子,,,,,,,,,,,,,
d5c10128dd3ae3c1,Ingredient,尖椒,,,,,,,,,,,,,
a9ee11c0b1e01174,Ingredient,豆瓣酱,,,,,,,,,,,,,
17be33197573887b,CookingStep,地三鲜-步骤1,,,,,,,,,土豆、茄子、尖椒洗净。土豆去皮。茄子、土豆均切成15g的不规则小块。尖椒用手顺着纹路撕成比土豆、茄子略大25%的块。尽可能除去青椒表面水分。葱切0.5cm小段取5g。蒜剁碎成蒜蓉取15g，分成两份。姜切沫取5g。拿空碗放入生抽10ml、糖10g、淀粉8g，加入80ml清水，彻底搅拌均匀，作为调料碗备用。,1,切，撕，搅拌,菜刀，碗,
5be87a05d45cb7a4,CookingStep,地三鲜-步骤2,,,,,,,,,热锅，加入150ml油。加入土豆，煎炸大约3-4分钟，以显示金黄色、筷子能轻松扎透为准。捞出土豆，留下油。,2,煎，炸,锅,3-4分钟
5296f6400f6f0fc8,CookingStep,地三鲜-步骤3,,,,,,,,,加入茄子，煎炸大约2-3分钟，待其到大约7分熟，以茄子变软、边缘微焦且吐出多余油脂为准。捞出茄子，留下油。,3,煎，炸,锅,2-3分钟
f153e593f21fdbea,CookingStep,地三鲜-步骤4,,,,,,,,,如果锅内已无流动的油，可补充15ml油。加入尖椒块，煎炸大约15秒，边缘稍微起虎皮后，立刻捞出。倒出锅里的油。,4,煎，炸,锅,15秒
359e0d7c70b931f0,CookingStep,地三鲜-步骤5,,,,,,,,,重新热锅，重新加入15ml新底油。放入葱5g，姜5g，蒜7.5g。中小火爆香。放入豆瓣酱15ml。转小火，炒出红油和酱香味。,5,爆香，炒,锅,
3da66af1a1bcc2b7,CookingStep,地三鲜-步骤6,,,,,,,,,倒入调料碗。立刻转大火，高速搅拌避免糊锅！大约10秒后汤汁开始冒泡并变得黏稠。立刻放入之前准备好的全部土豆、茄子和尖椒。翻炒20秒，让浓稠的酱汁均匀挂在食材上。关火，撒入7.5g蒜。翻拌均匀，盛盘。,6,搅拌，翻炒,锅,30秒
9bf4de02fa6481be,Recipe,手撕包菜,素菜,中等,湘菜,,,,步骤五中，翻炒时间需要实际情况做调整，一般是炒到包菜七分熟后即可。七分熟是指包菜已经出水质感变软。 | 步骤五中，加盐的作用是锁住包菜水分的同时，给包菜上一点味道。 | 最后一个步骤中，翻炒时间根据实际情况和个人口感做灵活调整。,Dish/dinner and lunch/vegetable/手撕包菜.md,,,,,
21324784ce329acf,Ingredient,包菜,,,,,,,,,,,,,
8c7adab31f82dd88,Ingredient,五花肉,,,,,,,,,,,,,
57b342e338cdb996,Ingredient,小米辣,,,,,,,,,,,,,
277376e726631405,Ingredient,香醋,,,,,,,,,,,,,
911b4bc6c24698c5,Ingredient,鸡精,,,,,,,,,,,,,
ee172d1e1d07d204,Ingredient,蒜头,,,,,,,,,,,,,
30e0f570e6e72d7a,Ingredient,蒜苗,,,,,,,,,,,,,
6c9002a87b8c3236,CookingStep,手撕包菜-步骤1,,,,,,,,,包菜对半切开，去掉中间白色部分。,1,,,
70c20994aa9f1287,CookingStep,手撕包菜-步骤2,,,,,,,,,手撕包菜，碗中放入 2 g 盐，清洗包菜并沥干备用。,2,清洗,碗,
7626cf88fb704199,CookingStep,手撕包菜-步骤3,,,,,,,,,姜片、蒜头、小米辣、蒜苗处理后备用。,3,,,
7b7fe6771a46d61f,CookingStep,手撕包菜-步骤4,,,,,,,,,五花肉切片，清水清洗后备用。,4,清洗,,
a4410f3bf12c56ec,CookingStep,手撕包菜-步骤5,,,,,,,,,锅中加入 30 ml 食用油，倒入包菜翻炒，大火翻炒 1 分钟后，加入 3 g 盐 ，继续翻炒 2 分钟后取出备用。,5,炒,锅,3分钟
201d4e39713b8f03,CookingStep,手撕包菜-步骤6,,,,,,,,,锅中加入 30 ml 食用油，倒入五花肉，大火翻炒 1 分钟。,6,炒,锅,1分钟
7a9f09360dc2e555,CookingStep,手撕包菜-步骤7,,,,,,,,,倒入姜片等材料，翻炒 1 分钟。,7,炒,锅,1分钟
9d548fb7bb2ffad4,CookingStep,手撕包菜-步骤8,,,,,,,,,倒入包菜翻炒后，加入 香醋、料酒、鸡精、料酒，大火继续翻炒，2 分钟后出锅。,8,炒,锅,2分钟
f4415ea6d38cbb10,Recipe,炒青菜,素菜,简单,家常菜,,10分钟,1人份,加入白糖，会让青菜颜色更绿。,Dish/dinner and lunch/vegetable/炒青菜.md,,,,,
ccdf3541d354570f,Ingredient,青菜,,,,,,,,,,,,,
8acd5572753a0cd8,Ingredient,蒜瓣,,,,,,,,,,,,,
a591c065d4c95de6,CookingStep,炒青菜-步骤1,,,,,,,,,青菜掰成小瓣，用清水洗净，备用。,1,,,
2002715dfe260d7a,CookingStep,炒青菜-步骤2,,,,,,,,,将蒜瓣剁碎，备用。,2,,,
c258a9efaa7bdcbc,CookingStep,炒青菜-步骤3,,,,,,,,,中火或大火热锅后，锅内放入10-15ml食用油。再等待30秒让油温升高。,3,炒,锅,30秒
017c908348e5abb4,CookingStep,炒青菜-步骤4,,,,,,,,,将准备好的青菜倒入锅中，翻炒至青菜变软（约1分钟）。,4,炒,锅,1分钟
080cd0c96e24a9c5,CookingStep,炒青菜-步骤5,,,,,,,,,放入剁碎的蒜瓣。,5,炒,锅,
3b76d1dd8bbad3da,CookingStep,炒青菜-步骤6,,,,,,,,,倒入计算好的清水，水位应当完全浸润或即将没过青菜，加入食盐（2g * 份数），继续翻炒约1分钟。,6,炒,锅,1分钟
a1300c1a2954a260,CookingStep,炒青菜-步骤7,,,,,,,,,最后加入白糖小火加热2分钟，加热时盖上锅盖。,7,煮,锅，锅盖,2分钟
edb2419891987c78,CookingStep,炒青菜-步骤8,,,,,,,,,盛盘。,8,,,
27adf0170b6bf40b,Recipe,白灼菜心,素菜,简单,粤菜,,,2人份,选择菜心一定要比较新鲜。 | 锅内烧清水要加油和盐。 | 料汁中可加淀粉使汤汁更容易挂在菜心上。,Dish/dinner and lunch/vegetable/白灼菜心.md,,,,,
db4b49ac4a75d123,Ingredient,菜心,,,,,,,,,,,,,
2d8c74bc658e91e8,CookingStep,白灼菜心-步骤1,,,,,,,,,菜心洗净，去除根部比较硬或老的地方。用刀刮掉菜心根茎部分外面那层比较硬的皮。,1,处理,刀,
6aba981b9dad68a4,CookingStep,白灼菜心-步骤2,,,,,,,,,大蒜切成蒜末。,2,切,刀,
c55301a7f2eead09,CookingStep,白灼菜心-步骤3,,,,,,,,,调制料汁：将生抽、蚝油、糖和清水混合成一碗汁。,3,调制,,
fa564ebc1fa055a1,CookingStep,白灼菜心-步骤4,,,,,,,,,一锅清水加盐和食用油烧开。,4,烧水,锅,
1b95aea324dc3e85,CookingStep,白灼菜心-步骤5,,,,,,,,,将菜心根茎在沸水中烫1分钟，直到根茎颜色变成深绿。再将整个菜心放到锅中烫熟1分钟，捞起来码入盘中。,5,焯水,锅,2分钟
75b86e54d44dbabc,CookingStep,白灼菜心-步骤6,,,,,,,,,开另一小锅，将兑好的料汁倒入，小火烧开，放入一半的蒜末、姜丝和小米椒碎。也可先在锅底倒油，爆香蒜末、洋葱后再加入料汁煮开。,6,煮,锅,
eb6217487576e649,CookingStep,白灼菜心-步骤7,,,,,,,,,料汁稍微收汁，煮沸后稍等十来秒，直接浇在菜心上。,7,浇汁,,
e118194e75dd4f14,Recipe,蒲烧茄子,素菜,中等,家常菜,,,,如果觉得腻可以在装盘后撒点切成2~5 mm的小葱，颜色搭配上也能不那么单调。 | 灵魂其实在于蒲烧汁？也可以买现成的蒲烧汁。,Dish/dinner and lunch/vegetable/蒲烧茄子.md,,,,,
69593d8edc9f6e20,Ingredient,蜂蜜,,,,,,,,,,,,,
c4bebcba3f71fd65,CookingStep,蒲烧茄子-步骤1,,,,,,,,,茄子削皮、横着切成两段。,1,,菜刀,
f1815624f8ecfb7d,CookingStep,蒲烧茄子-步骤2,,,,,,,,,蒸5分钟。,2,蒸,蒸锅,5分钟
2a39db57bb5b7c8c,CookingStep,蒲烧茄子-步骤3,,,,,,,,,纵向切开，不要切断，在两边切面各划2~3刀至可以摊平。,3,,菜刀,
11f217664d653798,CookingStep,蒲烧茄子-步骤4,,,,,,,,,煎至两面金黄。,4,煎,不粘锅或铁锅,
41d097d9e8119cfb,CookingStep,蒲烧茄子-步骤5,,,,,,,,,往茄子上浇蒲烧汁至没过1/2茄子高度。,5,,,
0021bef03dc4f5c5,CookingStep,蒲烧茄子-步骤6,,,,,,,,,煎至背面上色，翻面，同时收汁，若无法收汁可以加入水淀粉（生粉和水的比例在1:4到1:10根据收汁情况而定）。,6,煎，收汁,锅,
1acc6097fa10b10a,CookingStep,蒲烧茄子-步骤7,,,,,,,,,把剩下的蒲烧汁浇在茄子上。,7,,,
daf25d1b4b0ba3ae,CookingStep,蒲烧茄子-步骤8,,,,,,,,,出锅，一份茄子烧蒲烧汁就烧好了。,8,,,
5ce30efa50cfddd6,Recipe,冬瓜茶,饮品,简单,家常菜,,,4-5人份,冰糖的用量可以调整，以达到个人喜好的甜度。 | 冷藏保存，建议 1 周内喝完。,Dish/drink/冬瓜茶.md,,,,,
519d326c729e576c,Ingredient,冬瓜,,,,,,,,,,,,,
7103cde0cc34876a,CookingStep,冬瓜茶-步骤1,,,,,,,,,准备冬瓜：将冬瓜去皮，去籽，切成小块（每块不超过 4cm）。,1,切,菜刀,
f3f106e38e94bba7,CookingStep,冬瓜茶-步骤2,,,,,,,,,加入冰糖：冬瓜加入冰糖，搅拌均匀，盖上保鲜膜放冰箱冷藏 2 小时以上。,2,"搅拌,冷藏",保鲜膜,2小时以上
9b7cf29adb32280d,CookingStep,冬瓜茶-步骤3,,,,,,,,,"煮冬瓜： 此时冬瓜出了很多水, 倒入锅中 大火煮开，然后转中小火慢慢熬制 1~2 个小时，中途多搅拌防止糊锅。",3,"煮,熬制",大锅,1-2小时
18df50d2d7deacc7,CookingStep,冬瓜茶-步骤4,,,,,,,,,过滤冬瓜茶：使用过滤网将煮好的冬瓜茶液过滤，取出冬瓜块，只保留茶液。,4,过滤,过滤网,
0fcd353602a74508,CookingStep,冬瓜茶-步骤5,,,,,,,,,冷却：将冬瓜茶液放凉后，倒入干净的容器中，放入冰箱冷藏即可。,5,"冷却,冷藏",容器,
8aa7ef6c26015210,RecipeCategory,饮品,,,,,,,,,,,,,
baee12f238d2a420,Recipe,冰粉,饮品,简单,豫菜,,3小时,5人份,操作时，需要注意观察凉白开的颜色和粘度变化，如颜色过浅或者水不黏，则说明冰粉籽量不足，或者是揉搓力度和时间没有到位。,Dish/drink/冰粉.md,,,,,
44b5c39b472ff3e7,Ingredient,冰粉籽,,,,,,,,,,,,,
42b1401f845f4a53,Ingredient,凉白开,,,,,,,,,,,,,
8da77465fb04570b,Ingredient,薄荷汁,,,,,,,,,,,,,
3b70cd56de4a1319,Ingredient,薄荷粉,,,,,,,,,,,,,
5e0a5984e6f401b7,Ingredient,过滤豆浆渣的纱布,,,,,,,,,,,,,
df3cf58b397f91a6,Ingredient,一次性透明塑料杯,,,,,,,,,,,,,
d6d0d0dc3697268c,Ingredient,遇水发光冰块,,,,,,,,,,,,,
45be23d4ca59b5cc,CookingStep,冰粉-步骤1,,,,,,,,,将凉白开倒入盆中。,1,,盆,
333599ce541af0f2,CookingStep,冰粉-步骤2,,,,,,,,,将冰粉籽全部用纱布包起来，开口处打结。,2,,纱布,
a2a6fde93fcf669d,CookingStep,冰粉-步骤3,,,,,,,,,将包好的冰粉籽放入凉白开中，在凉白开中用力揉搓6分钟。,3,揉搓,,6分钟
11bce05461a4723b,CookingStep,冰粉-步骤4,,,,,,,,,然后将凉白开放置2.5小时，即可成型。,4,静置,,2.5小时
ffc0649e5b0afcaa,CookingStep,冰粉-步骤5,,,,,,,,,随后将石凉粉用勺子装进准备好的一次性透明塑料杯中，加入10ml薄荷汁或者10g薄荷粉（柠檬汁、山楂汁、桑椹汁也可），再放入遇水发光冰块，用勺子慢慢搅拌均匀。,5,搅拌,勺子，一次性透明塑料杯,
ad4d67d72d012e77,Recipe,杨枝甘露,饮品,简单,家常菜,,,,奇亚籽可以代替西谷米，用泡不用煮，省时。 | 点缀用的芒果干和柳橙干是可选材料。,Dish/drink/杨枝甘露.md,,,,,
928ccf51e609b4cb,Ingredient,奇亚籽,,,,,,,,,,,,,
4a4a70b87e4cb81b,Ingredient,牛奶,,,,,,,,,,,,,
7ae4601f5e1ed8e3,Ingredient,冰块,,,,,,,,,,,,,
9458a660bb996a3d,Ingredient,芒果,,,,,,,,,,,,,
a38656eacbd32e20,Ingredient,葡萄柚,,,,,,,,,,,,,
64a38fde9c3749f7,Ingredient,椰奶,,,,,,,,,,,,,
9981c562154ed00b,Ingredient,芒果干,,,,,,,,,,,,,
7466bab8dfe5b810,Ingredient,柳橙干,,,,,,,,,,,,,
b688d847930acebb,CookingStep,杨枝甘露-步骤1,,,,,,,,,奇亚籽泡牛奶 10 分钟。,1,泡,杯子,10分钟
e029a9b41a14412a,CookingStep,杨枝甘露-步骤2,,,,,,,,,泡籽之时，把半粒芒果、葡萄柚去皮切丁，放入杯中。,2,切,"水果刀,杯子",
376a6aefcb16b49a,CookingStep,杨枝甘露-步骤3,,,,,,,,,半粒芒果切小块放入调理机加冰块、椰奶打成泥。,3,打,调理机,
7d0de73d519a051e,CookingStep,杨枝甘露-步骤4,,,,,,,,,倒入杯中，放上点缀材料（如有）。,4,,杯子,
df61c64ff1221e05,Recipe,柠檬水,饮品,非常简单,家常菜,,,一杯分量，约500毫升,,Dish/drink/柠檬水.md,,,,,
e440a12f0187280b,Ingredient,柠檬,,,,,,,,,,,,,
a2819f098b0358be,Ingredient,果蜜,,,,,,,,,,,,,
b8fbd20476aae9ce,Ingredient,冰,,,,,,,,,,,,,
26547dc43ed8388d,CookingStep,柠檬水-步骤1,,,,,,,,,称40~45克柠檬，放入雪克杯中,1,,雪克杯,
b97f80ba738c9852,CookingStep,柠檬水-步骤2,,,,,,,,,雪克杯盖盖子锤大约10次,2,,雪克杯,
946201193b1620bf,CookingStep,柠檬水-步骤3,,,,,,,,,加入果蜜40~45克,3,,,
aabc6498cc0823e2,CookingStep,柠檬水-步骤4,,,,,,,,,补水,4,,,
dcb3e81ca62e05dc,CookingStep,柠檬水-步骤5,,,,,,,,,摇晃均匀,5,,雪克杯,
dcb1d865f6d18fdd,CookingStep,柠檬水-步骤6,,,,,,,,,最后根据喜好加冰,6,,,
d7efdbae0a6483af,DifficultyLevel,非常简单,,,,,,,,,,,,,
79af32784f41f8d7,Recipe,酸梅汤,饮品,困难,家常菜,2小时以上,60分钟,,放入冰箱冷藏后再饮用效果更佳。 | 所有用量可以等比例增加或减小。,Dish/drink/酸梅汤.md,,,,,
727ca3484bc9137e,Ingredient,乌枣,,,,,,,,,,,,,
1df9110c26df234e,Ingredient,乌梅,,,,,,,,,,,,,
75414f943a5f6537,Ingredient,黄冰糖,,,,,,,,,,,,,
d4389fa52219ca36,Ingredient,山楂片,,,,,,,,,,,,,
5cd5f051f52daf69,Ingredient,甘草,,,,,,,,,,,,,
59c4989d6c6f70ca,Ingredient,陈皮,,,,,,,,,,,,,
e83f70226243628c,Ingredient,红豆蔻,,,,,,,,,,,,,
905a8e646557f2ec,Ingredient,干桂花,,,,,,,,,,,,,
ff1d7aa07171c9f7,CookingStep,酸梅汤-步骤1,,,,,,,,,冲洗材料（干桂花和冰糖除外），用1.5升水常温浸泡两小时以上。,1,浸泡,,2小时以上
ed5941d4990b1656,CookingStep,酸梅汤-步骤2,,,,,,,,,开中大火煮沸，盖盖，转小火煮40分钟，为头煎。,2,煮,锅,40分钟
884057e6363db4db,CookingStep,酸梅汤-步骤3,,,,,,,,,将冰糖放入盆内，再将沥好用材的头汤趁热倒入，搅拌至冰糖融化。,3,搅拌,盆,
e909c36f34182d41,CookingStep,酸梅汤-步骤4,,,,,,,,,药材重新装回锅内再加600毫升的水，开大火煮沸，盖盖，转中火，再煮20分钟为二煎。,4,煮,锅,20分钟
9ef704a45b1324b5,CookingStep,酸梅汤-步骤5,,,,,,,,,将二煎和冰糖水趁热混合为成品。在成品60-70℃加入干桂花（不要超过80℃）加盖晾凉再放入冰箱冷藏3小时以上。,5,混合，冷藏,冰箱,3小时以上
b812b39be876a204,CookingStep,酸梅汤-步骤6,,,,,,,,,饮用时记得将干桂花沥出。如饮茶般细啜，冰凉振齿，酸醒人、甜适度，滋味丰满而悠长。,6,,,
3d2c24a9e6128d1b,Recipe,长岛冰茶,饮品,简单,西式,,,一杯分量,长岛冰茶不含茶却有着冰茶的口感，是一种有着较高酒精度（约15%），但口感柔和易于接受的鸡尾酒。,Dish/drink/长岛冰茶.md,,,,,
7aaebab0b170f465,Ingredient,金酒,,,,,,,,,,,,,
6c5c045699acc7c7,Ingredient,龙舌兰酒,,,,,,,,,,,,,
e8bcc068d615b879,Ingredient,伏特加,,,,,,,,,,,,,
e9753057738c45fc,Ingredient,白朗姆酒,,,,,,,,,,,,,
b2241cde7593e9f9,Ingredient,橙味甜酒,,,,,,,,,,,,,
472270fd779190d1,Ingredient,柠檬汁,,,,,,,,,,,,,
593da6d20ff68652,Ingredient,枫糖浆,,,,,,,,,,,,,
8c34139cb8984d46,CookingStep,长岛冰茶-步骤1,,,,,,,,,柠檬对半切，挤出30ml柠檬汁至杯中。,1,榨汁,高球杯,
b3e5e843cbf599ba,CookingStep,长岛冰茶-步骤2,,,,,,,,,依次向杯中加入15ml金酒、15ml龙舌兰酒、15ml伏特加、15ml白朗姆酒、15ml橙味甜酒。,2,,高球杯,
debe0fed84eea37f,CookingStep,长岛冰茶-步骤3,,,,,,,,,向杯中缓慢倒入20ml枫糖浆，边倒边搅拌。,3,搅拌,,
885d407b537c84b7,CookingStep,长岛冰茶-步骤4,,,,,,,,,向杯中加入75ml可乐。,4,,高球杯,
10ac01d93a798ef3,CookingStep,长岛冰茶-步骤5,,,,,,,,,向杯中加入冰块直至满杯。,5,,高球杯,
0fa75c3a4f26ada9,CookingStep,长岛冰茶-步骤6,,,,,,,,,轻轻搅拌20秒。,6,搅拌,,20秒
cab2fc63a5052cdf,Recipe,意式肉酱面,主食,非常简单,西式,,15分钟,2人份,意大利面分为很多不同的粗细，煮面条之前请注意意面盒子上标注的时间。 | 意大利面酱并不是番茄酱，平常用的番茄酱准确是叫番茄沙司，而意大利面酱虽然和番茄沙司都是调味过的番茄酱，但加的调味料不同。,Dish/staple/意式肉酱面.md,,,,,
8d01d5e98109e11a,Ingredient,意大利面,,,,,,,,,,,,,
4cb1138fbf940956,Ingredient,肉沫,,,,,,,,,,,,,
6d0ebca0d8c5aa0e,Ingredient,意大利面酱,,,,,,,,,,,,,
4cae28c8f47dc509,CookingStep,意式肉酱面-步骤1,,,,,,,,,锅中加水，烧开后放入意面（等待6 - 12分钟）。,1,煮,锅,6-12分钟
3d7c003319784c92,CookingStep,意式肉酱面-步骤2,,,,,,,,,洋葱切成小丁。,2,切,刀,
8041026d5081849e,CookingStep,意式肉酱面-步骤3,,,,,,,,,空锅中倒油，中火下入洋葱碎，时刻搅拌，注意不要让洋葱烧糊，直到洋葱变成半透明状。,3,炒,锅,
4d6ddb3f9123c90d,CookingStep,意式肉酱面-步骤4,,,,,,,,,下入肉沫，继续搅拌（搅散），直到肉末变成棕色。,4,炒,锅,
631745cd7274f857,CookingStep,意式肉酱面-步骤5,,,,,,,,,加入意大利面酱，稍微搅拌一下即可。,5,炒,锅,
219663b23052ce6d,CookingStep,意式肉酱面-步骤6,,,,,,,,,把煮好的意大利面沥干水分并倒入肉酱中搅拌均匀即可（或者直接把做好的肉酱倒在意面上也行）。,6,沥干，搅拌,,
bb8424b340ea55d1,RecipeCategory,主食,,,,,,,,,,,,,
08b06913ca4bcbf9,Recipe,手工水饺,主食,非常困难,家常菜,,,单人份,煮水饺不需要盖锅盖，加三次水就是为了不让饺子一直处于沸腾状态导致表皮破损变成面片。 | 考虑搭配黑醋、姜丝、香油或蒜泥制作蘸料。,Dish/staple/手工水饺.md,,,,,
d9bcc989bea6d56e,Ingredient,面粉,,,,,,,,,,,,,
4e26da90a87eccec,Ingredient,芝麻香油,,,,,,,,,,,,,
404a46d8806e1de2,Ingredient,瘦肉末,,,,,,,,,,,,,
37bbd6b481ecc535,Ingredient,肥肉末,,,,,,,,,,,,,
8d5026173a49e09d,Ingredient,韭菜,,,,,,,,,,,,,
e2d17a64f20641d2,CookingStep,手工水饺-步骤1,,,,,,,,,盆中加入所有面粉，加入芝麻香油。面粉中央挖小洞，分4-5次加入水并搅和，当出现碎末状的稍微干燥面团时取消加水，用手将面团压实。面团压实至可把盆周围的面粉纳入即可（面光盆光）。,1,和面,盆,
468dad2fcb14ab8e,CookingStep,手工水饺-步骤2,,,,,,,,,将面团置于桌上，盆倒扣于桌上，在环境温度25度下使面团醒发约45分钟。,2,醒发,盆,45分钟
1365b41102026e8a,CookingStep,手工水饺-步骤3,,,,,,,,,醒发完成后，将面团搓成条状，合成一团，再次搓成条，重复3次。擀成条状，切成20份均匀大小面团，并搓成直径约3-3.5cm的球状。,3,揉面，分割,,
649731f804b8795c,CookingStep,手工水饺-步骤4,,,,,,,,,压扁面团，在手上、桌上、擀面杖上及面团上撒上面粉防止发粘。用擀面杖将面团擀平，约8cm直径，厚约2mm，中间略微比四周厚1mm。,4,擀皮,擀面杖,
0883e6a4ce14e55c,CookingStep,手工水饺-步骤5,,,,,,,,,猪肉去皮，保留部分肥肉，切成小块。用菜刀（建议两把）将猪肉剁成肉沫，放入碗中。,5,切，剁,菜刀,
048578d928e2f2c6,CookingStep,手工水饺-步骤6,,,,,,,,,葱、姜切成末，放入肉碗中搅拌均匀。韭菜洗净，切短至3mm以下长度。,6,切,菜刀,
c5d460060f505830,CookingStep,手工水饺-步骤7,,,,,,,,,韭菜和肉沫混合，加入蚝油、生抽、香油各2ml，加入一个鸡蛋的蛋清，用手混合搅拌均匀。放置30分钟即可开始包饺子。,7,搅拌,,30分钟
63be315acc53b866,CookingStep,手工水饺-步骤8,,,,,,,,,左手上放面皮，放饺子馅一面尽量不要粘到面粉。右手用筷子夹约面皮1/2直径的馅，沿饺子皮圆周进行合拢，捏实，个人吃无需捏花，饺子皮不漏即可。,8,包,筷子,
fa9142d9cedb6db4,CookingStep,手工水饺-步骤9,,,,,,,,,使用可放下20只饺子的锅，或分批量煮。烧水，水约3/4锅的高度。大火烧开水后放入饺子，调至中火。,9,煮,锅,
ebb1cc9f92a9faa8,CookingStep,手工水饺-步骤10,,,,,,,,,第一次放入饺子，且水冒泡后，锅边加入50ml冷水（重复此步骤两次）。第三次水开后加入冷水50ml，水开后调至小火等60s即可出锅。,10,煮,锅,
590fd0209cbc7d63,DifficultyLevel,非常困难,,,,,,,,,,,,,
df3193c840da51b3,Recipe,日式咖喱饭,主食,困难,日式,,,6碗份,做好的咖喱在冰箱冷藏后风味更佳。 | 步骤1-6可以在2-5的等待过程进行。 | 2-5到2-6之间，如发现沸腾的水位线低于2/3的食材应加热水至没过食材。,Dish/staple/日式咖喱饭.md,,,,,
d5cc41974e16a274,Ingredient,肉,,,,,,,,,,,,,
4ea9a5d1d1e94cf0,CookingStep,日式咖喱饭-步骤1,,,,,,,,,胡萝卜去头尾，去皮，滚刀切。洋葱剥去外层去芯，切成月牙状。土豆去皮、切大块。肉切块状。剥蒜拍平切碎。咖喱块切碎，增加接触面积加速溶解。,1,切,菜刀,
b06d5ec852bf94d6,CookingStep,日式咖喱饭-步骤2,,,,,,,,,热油锅放入蒜和肉，快速翻炒至肉表面变白。,2,炒,油锅,
7df805f576419c3e,CookingStep,日式咖喱饭-步骤3,,,,,,,,,加入胡萝卜，快速翻炒至均匀受热。,3,炒,油锅,
2b14bda385672248,CookingStep,日式咖喱饭-步骤4,,,,,,,,,加入洋葱，快速翻炒至洋葱变透明状。,4,炒,油锅,
3a8c6c95c477202c,CookingStep,日式咖喱饭-步骤5,,,,,,,,,加入土豆，保持翻炒至土豆变软（可以用筷子确认）。,5,炒,油锅,
c6900df944470f28,CookingStep,日式咖喱饭-步骤6,,,,,,,,,加水没过所有食材，沸腾后等待15分钟。,6,煮,锅,15分钟
d5a3916ec7935a22,CookingStep,日式咖喱饭-步骤7,,,,,,,,,关火，加咖喱并搅拌。等待咖喱融化后再开火，缓慢搅拌10分钟，防止糊锅。在外观呈粘稠状态关火结束制作。,7,搅拌，煮,锅,10分钟
d01fb58c10c074ab,Recipe,汤面,主食,简单,家常菜,,,单人份,操作流程可根据自己喜好更改，多多尝试会有惊喜。 | 如掌握不好加盐量，可采用少量多次添加的方法，以免过量。,Dish/staple/汤面.md,,,,,
939ac6bc5c93cd4c,Ingredient,面食,,,,,,,,,,,,,
4f6e4c0cda5a2cc7,Ingredient,菜类,,,,,,,,,,,,,
f9bc721636737d36,CookingStep,汤面-步骤1,,,,,,,,,先将菜类材料切成边长不超过4cm的块状，便于煮熟。,1,切,菜刀,
9c21c9b75405944d,CookingStep,汤面-步骤2,,,,,,,,,如有生肉，则先放入冷水中，盖上锅盖，煮沸腾，先捞出上层血沫，再关火，捞出半熟的肉备用。,2,焯水,锅,
4071aa5547b6d405,CookingStep,汤面-步骤3,,,,,,,,,先大火将水加热至沸腾，后调至中火。,3,煮,锅,
30a475014ef49511,CookingStep,汤面-步骤4,,,,,,,,,将较难煮熟的食材放入锅中（比如半熟肉类、香菇类等最先放入锅中）。为保证煮熟，可在沸腾后计时10分钟，特别难熟的大块食材可追加5分钟。,4,煮,锅,10-15分钟
